order_id,customer_id,product_id,quantity,unit_price,order_date,delivery_status,payment_method,region_x,discount_applied,product_name,category,launch_date,base_price,supplier_code,email,signup_date,gender,region_y,loyalty_tier,revenue,order_week,price_band,days_to_order,email_domain,is_late
O259316,C00053,P0016,1,37.04,2025-07-01,Delivered,Credit Card,Central,0.05,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,bradley60@frost.com,2024-11-24,Female,North,Gold,35.187999999999995,27,High,131.0,frost.com,False
O951422,C00487,P0010,3,42.91,2025-06-28,Delivered,Credit Card,West,0.2,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,michaelgarner@fisher-eaton.com,2024-10-15,Female,North,Gold,102.984,26,High,318.0,fisher-eaton.com,False
O245517,C00199,P0018,1,33.19,2025-06-25,Delivered,Credit Card,North,0.2,Storage Product 37,Storage,2024-07-18,6.08,S767,ashaw@gmail.com,2025-05-19,Female,East,Gold,26.552,26,High,342.0,gmail.com,False
O581700,C00338,P0012,1,16.86,2025-06-22,Delivered,Bank Transfer,West,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,markramirez@yahoo.com,2024-11-24,Male,South,Gold,16.017,25,Medium,64.0,yahoo.com,False
O818540,C00234,P0009,1,21.7,2025-06-19,Delayed,Credit Card,Central,0.05,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,marcusfletcher@meza-stone.com,2025-05-30,Other,Central,Gold,20.615,25,Medium,62.0,meza-stone.com,True
O144731,C00298,P0011,4,46.9,2025-06-16,Delayed,Bank Transfer,North,0.0,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,melissaturner@hotmail.com,2024-08-31,Female,East,Bronze,187.6,25,High,83.0,hotmail.com,True
O394466,C00403,P0006,2,11.81,2025-06-13,Delayed,Paypal,North,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,pwalker@moon-flores.com,2025-02-12,Female,East,Silver,18.896,24,Low,247.0,moon-flores.com,True
O298705,C00124,P0028,1,18.36,2025-06-10,Delayed,Credit Card,Central,0.15,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,martineztammy@yahoo.com,2025-06-08,Female,North,Gold,15.606,24,Medium,61.0,yahoo.com,True
O854437,C00192,P0021,3,26.22,2025-06-07,Cancelled,Credit Card,Central,0.05,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,christopher25@ponce-hale.biz,2024-08-25,Female,West,Gold,74.72699999999999,23,Medium,252.0,ponce-hale.biz,False
O720662,C00101,P0028,5,21.36,2025-06-04,Cancelled,Credit Card,West,0.2,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,ashley09@hotmail.com,2024-08-13,Male,West,Bronze,85.44,23,Medium,55.0,hotmail.com,False
O239134,C00268,P0018,3,17.98,2025-06-01,Cancelled,Paypal,Central,0.0,Storage Product 37,Storage,2024-07-18,6.08,S767,velezchristopher@hotmail.com,2024-10-04,Male,East,Silver,53.94,22,Medium,318.0,hotmail.com,False
O733662,C00372,P0018,3,16.89,2025-05-29,Cancelled,Credit Card,South,0.05,Storage Product 37,Storage,2024-07-18,6.08,S767,,,,,,48.1365,22,Medium,315.0,unknown.com,False
O758099,C00387,P0016,2,28.33,2025-05-26,Cancelled,Paypal,North,0.0,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,johnnewman@gmail.com,2025-02-05,Female,North,Gold,56.66,22,Medium,95.0,gmail.com,False
O626956,C00289,P0011,2,42.56,2025-05-23,Cancelled,Credit Card,East,0.15,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,avilatiffany@nunez-stephens.net,2024-11-30,Female,West,Gold,72.352,21,High,59.0,nunez-stephens.net,False
O718458,C00398,P0027,5,34.37,2025-05-20,Delivered,Credit Card,South,0.0,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,karamarks@hotmail.com,2025-06-15,Other,Central,Bronze,171.85,21,High,241.0,hotmail.com,False
O353264,C00232,P0027,2,41.4,2025-05-17,Delivered,Credit Card,South,0.15,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,dawn77@holmes.net,2025-03-11,Male,Central,Gold,70.38,20,High,238.0,holmes.net,False
O137091,C00322,P0016,2,43.36,2025-05-14,Cancelled,Bank Transfer,North,0.0,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,sarahedwards@matthews.biz,2025-07-01,Male,South,Gold,86.72,20,High,83.0,matthews.biz,False
O845573,C00011,P0025,2,49.92,2025-05-11,Cancelled,Bank Transfer,Central,0.1,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,pfoster@thomas-taylor.net,2025-01-31,Other,East,Silver,89.85600000000001,19,High,299.0,thomas-taylor.net,False
O288469,C00137,P0015,1,31.67,2025-05-08,Delivered,Credit Card,North,0.2,Storage Product 10,Storage,2024-08-08,39.21,S466,swall@lawson.com,2025-03-10,Female,North,Bronze,25.336000000000002,19,High,273.0,lawson.com,False
O708284,C00204,P0028,5,24.46,2025-05-05,Delivered,Bank Transfer,North,0.0,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,katherineharrison@hotmail.com,2024-07-08,Female,South,Silver,122.30000000000001,19,Medium,25.0,hotmail.com,False
O570241,C00395,P0002,5,43.95,2025-05-02,Delayed,Bank Transfer,East,0.15,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,collinssamuel@gmail.com,2024-07-28,Male,East,Gold,186.7875,18,High,257.0,gmail.com,True
O473759,C00086,P0021,5,16.98,2025-05-03,Delayed,Bank Transfer,East,0.0,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,michaelgreen@yahoo.com,2025-06-12,Male,East,Bronze,84.9,18,Medium,217.0,yahoo.com,True
O217177,C00270,P0018,5,28.17,2025-05-04,Delivered,Credit Card,West,0.15,Storage Product 37,Storage,2024-07-18,6.08,S767,smithashley@gmail.com,2025-07-01,Male,North,Silver,119.72250000000001,18,Medium,290.0,gmail.com,False
O280673,C00089,P0018,2,30.57,2025-05-05,Delivered,Credit Card,West,0.2,Storage Product 37,Storage,2024-07-18,6.08,S767,fmcguire@yahoo.com,2024-09-30,Male,West,Silver,48.912000000000006,19,High,291.0,yahoo.com,False
O598037,C00486,P0009,4,42.96,2025-05-06,Cancelled,Bank Transfer,West,0.1,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,qanderson@stokes.com,2025-03-17,Male,East,Gold,154.656,19,High,18.0,stokes.com,False
O296691,C00320,P0003,5,18.19,2025-05-07,Delivered,Bank Transfer,West,0.2,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,christopherbruce@mueller.com,2025-06-18,Female,Central,Bronze,72.76,19,Medium,296.0,mueller.com,False
O857899,C00002,P0010,2,28.47,2025-05-08,Delayed,Credit Card,Central,0.1,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,jpeterson@bernard.com,2024-08-11,Female,Central,Gold,51.246,19,Medium,267.0,bernard.com,True
O841239,C00171,P0029,1,14.57,2025-05-09,Delayed,Credit Card,South,0.0,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,moorekaren@craig.info,2025-03-20,Male,Central,Silver,14.57,19,Low,55.0,craig.info,True
O752395,C00371,P0006,3,44.48,2025-05-10,Delayed,Credit Card,North,0.15,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,othomas@yahoo.com,2025-03-06,Other,North,Silver,113.42399999999999,19,High,213.0,yahoo.com,True
O891088,C00432,P0010,5,16.63,2025-05-11,Delayed,Bank Transfer,Central,0.0,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,tracydavis@gmail.com,2025-02-24,Female,North,Bronze,83.14999999999999,19,Medium,270.0,gmail.com,True
O508552,C00294,P0002,3,40.54,2025-05-12,Delayed,Bank Transfer,South,0.1,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,kevinthomas@hotmail.com,2025-01-24,Male,West,Gold,109.45800000000001,20,High,267.0,hotmail.com,True
O654906,C00035,P0018,5,40.72,2025-05-13,Delivered,Bank Transfer,North,0.15,Storage Product 37,Storage,2024-07-18,6.08,S767,panderson@yahoo.com,2024-12-30,Other,South,Silver,173.06,20,High,299.0,yahoo.com,False
O732594,C00145,P0001,2,32.09,2025-05-14,Cancelled,Credit Card,West,0.15,Storage Product 39,Storage,2025-03-11,15.88,S339,debra12@gmail.com,2024-07-20,Male,Central,Bronze,54.553000000000004,20,High,64.0,gmail.com,False
O345863,C00136,P0011,5,27.87,2025-05-15,Delayed,Bank Transfer,East,0.2,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,spencedominique@yahoo.com,2024-07-09,Male,Central,Gold,111.48,20,Medium,51.0,yahoo.com,True
O637061,C00418,P0012,3,47.91,2025-05-16,Cancelled,Paypal,East,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,randy04@wilkins-thompson.biz,2025-06-02,Male,North,Gold,136.5435,20,High,27.0,wilkins-thompson.biz,False
O104562,C00369,P0003,2,25.5,2025-05-17,Delivered,Paypal,West,0.0,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,taylorkaren@yahoo.com,2025-06-27,Other,West,Bronze,51.0,20,Medium,306.0,yahoo.com,False
O628597,C00478,P0013,3,45.17,2025-05-18,Delayed,Credit Card,North,0.2,Cleaning Product 94,Cleaning,2025-06-17,36.52,S914,stephen37@yahoo.com,2025-03-25,Female,South,Gold,108.408,20,High,-30.0,yahoo.com,True
O706388,C00392,P0011,1,17.85,2025-05-19,Delayed,Paypal,North,0.15,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,livingstonstacy@hunter-fuller.net,2025-04-29,Female,West,Gold,15.172500000000001,21,Medium,55.0,hunter-fuller.net,True
O930505,C00234,P0018,2,28.68,2025-05-20,Delivered,Bank Transfer,East,0.1,Storage Product 37,Storage,2024-07-18,6.08,S767,marcusfletcher@meza-stone.com,2025-05-30,Other,Central,Gold,51.624,21,Medium,306.0,meza-stone.com,False
O386214,C00113,P0005,1,48.54,2025-05-21,Delivered,Credit Card,South,0.1,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,mgutierrez@cox.com,2024-09-23,Female,North,Gold,43.686,21,High,213.0,cox.com,False
O353828,C00491,P0012,3,31.91,2025-05-22,Cancelled,Bank Transfer,Central,0.2,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,tthomas@gmail.com,2025-05-04,Other,Central,Gold,76.584,21,High,33.0,gmail.com,False
O802960,C00324,P0024,4,41.41,2025-05-23,Delivered,Bank Transfer,South,0.2,Storage Product 87,Storage,2025-02-24,26.33,S558,masonterri@davis.com,2024-11-15,Female,Central,Gold,132.512,21,High,88.0,davis.com,False
O799576,C00281,P0003,2,39.46,2025-05-24,Delivered,Bank Transfer,South,0.1,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,poolerebecca@armstrong.com,2024-11-10,Other,East,Bronze,71.028,21,High,313.0,armstrong.com,False
O607286,C00118,P0004,1,32.45,2025-05-25,Delayed,Credit Card,North,0.15,Kitchen Product 82,Kitchen,2025-04-19,9.13,S589,patrickweeks@hotmail.com,2025-04-21,Male,East,Silver,27.582500000000003,21,High,36.0,hotmail.com,True
O819665,C00079,P0023,5,44.9,2025-05-26,Delayed,Paypal,South,0.05,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,vargasmaria@garcia.org,2025-05-14,Female,North,Bronze,213.27499999999998,22,High,128.0,garcia.org,True
O999527,C00149,P0013,4,12.51,2025-05-27,Cancelled,Paypal,Central,0.0,Cleaning Product 94,Cleaning,2025-06-17,36.52,S914,antonio53@yahoo.com,2024-12-25,Male,East,Gold,50.04,22,Low,-21.0,yahoo.com,False
O497235,C00160,P0020,5,25.12,2025-05-28,Cancelled,Credit Card,West,0.0,Cleaning Product 40,Cleaning,2024-08-11,30.27,S492,joshuaschultz@joseph.com,2024-12-29,Other,Central,Gold,125.60000000000001,22,Medium,290.0,joseph.com,False
O962750,C00309,P0016,1,19.92,2025-05-29,Cancelled,Paypal,South,0.15,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,plevy@hotmail.com,2025-01-12,Other,South,Bronze,16.932000000000002,22,Medium,98.0,hotmail.com,False
O808612,C00077,P0011,2,19.71,2025-05-30,Delayed,Paypal,South,0.1,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,davidcaldwell@gould.com,2024-09-09,Female,Central,Gold,35.478,22,Medium,66.0,gould.com,True
O944900,C00409,P0023,4,8.64,2025-05-31,Delivered,Paypal,South,0.2,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,usweeney@garcia-moreno.com,2024-12-16,Female,Central,Gold,27.648000000000003,22,Low,133.0,garcia-moreno.com,False
O761438,C00438,P0022,4,48.51,2025-06-01,Delayed,Credit Card,Central,0.1,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,gregorysmith@hotmail.com,2025-02-13,Other,Central,Gold,174.636,22,High,240.0,hotmail.com,True
O501456,C00358,P0017,4,9.11,2025-06-02,Delayed,Paypal,Central,0.1,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,nathanielthomas@barnes-taylor.biz,2024-12-17,Female,West,Gold,32.796,23,Low,168.0,barnes-taylor.biz,True
O930989,C00108,P0009,2,30.73,2025-06-03,Delivered,Bank Transfer,East,0.15,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,cassandra01@gmail.com,2025-03-24,Female,West,Bronze,52.241,23,High,46.0,gmail.com,False
O466938,C00471,P0014,2,15.75,2025-06-04,Cancelled,Bank Transfer,South,0.2,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,,,,,,25.200000000000003,23,Medium,122.0,unknown.com,False
O780942,C00213,P0029,2,36.95,2025-06-05,Delivered,Bank Transfer,North,0.15,Cleaning Product 69,Cleaning,2025-03-15,23.41,S424,bradleygonzalez@gmail.com,2024-11-05,Female,South,Bronze,62.815000000000005,23,High,82.0,gmail.com,False
O232271,C00358,P0023,5,46.85,2025-06-06,Delivered,Credit Card,East,0.2,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,nathanielthomas@barnes-taylor.biz,2024-12-17,Female,West,Gold,187.4,23,High,139.0,barnes-taylor.biz,False
O445312,C00309,P0002,3,24.5,2025-06-07,Delivered,Credit Card,East,0.05,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,plevy@hotmail.com,2025-01-12,Other,South,Bronze,69.825,23,Medium,293.0,hotmail.com,False
O572329,C00331,P0025,4,14.73,2025-06-08,Cancelled,Paypal,Central,0.05,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,asmith@yahoo.com,2025-05-04,Female,West,Gold,55.974,23,Low,327.0,yahoo.com,False
O630901,C00345,P0002,5,48.12,2025-06-09,Cancelled,Credit Card,North,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,tammy61@gmail.com,2024-08-13,Female,West,Gold,240.6,24,High,295.0,gmail.com,False
O169606,C00483,P0002,3,14.52,2025-06-10,Delrd,Bank Transfer,South,0.0,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,jordan66@yahoo.com,2025-04-18,Female,East,Gold,43.56,24,Low,296.0,yahoo.com,False
O240089,C00479,P0010,5,29.14,2025-06-11,Delayed,Bank Transfer,Central,0.1,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,smithyvonne@yahoo.com,2025-02-09,Male,South,Gold,131.13,24,Medium,301.0,yahoo.com,True
O421362,C00500,P0013,2,45.76,2025-06-12,Delivered,Credit Card,North,0.05,Cleaning Product 94,Cleaning,2025-06-17,36.52,S914,jasonjohnson@jackson.com,2024-11-28,Male,North,Gold,86.94399999999999,24,High,-5.0,jackson.com,False
O497711,C00336,P0023,2,33.54,2025-06-13,Delivered,Bank Transfer,North,0.1,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,kevinmorrison@hotmail.com,2024-09-22,Female,East,Silver,60.372,24,High,146.0,hotmail.com,False
O670568,C00023,P0005,1,26.2,2025-06-14,Delayed,Credit Card,Central,0.05,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,elizabeth38@cummings.org,2025-01-05,Male,East,Gold,24.889999999999997,24,Medium,237.0,cummings.org,True
O144346,C00243,P0021,5,38.43,2025-06-15,Cancelled,Credit Card,West,0.15,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,colinroberts@lin-barnes.com,2025-05-17,Other,West,Silver,163.3275,24,High,260.0,lin-barnes.com,False
O450941,C00256,P0011,1,45.31,2025-06-16,Delayed,Paypal,South,0.1,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,ojackson@harvey.com,2024-07-18,Female,East,Gold,40.779,25,High,83.0,harvey.com,True
O131144,C00024,P0006,4,17.23,2025-06-17,Delayed,Credit Card,Central,0.15,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,maguirre@davis.com,2024-12-17,Female,West,Silver,58.582,25,Medium,251.0,davis.com,True
O900701,C00275,P0012,3,18.49,2025-06-18,Cancelled,Credit Card,East,0.0,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,tinawoods@smith.com,2024-12-26,Other,West,Gold,55.47,25,Medium,60.0,smith.com,False
O930204,C00181,P0012,2,31.94,2025-06-19,Delayed,Paypal,Central,0.0,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,charlesschultz@hotmail.com,2025-01-20,Other,South,Bronze,63.88,25,High,61.0,hotmail.com,True
O430832,C00034,P0003,5,38.14,2025-06-20,Cancelled,Credit Card,Central,0.0,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,barnesbrandy@stewart.com,2024-10-06,Female,Central,Gold,190.7,25,High,340.0,stewart.com,False
O657080,C00081,P0023,4,44.54,2025-06-21,Delayed,Credit Card,South,0.15,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,xgarcia@hotmail.com,2025-06-17,Female,Central,Gold,151.436,25,High,154.0,hotmail.com,True
O833175,C00258,P0026,1,27.18,2025-06-22,Delivered,Credit Card,East,0.0,Storage Product 50,Storage,2025-02-08,27.06,S952,thorntonapril@hotmail.com,2024-11-09,Female,East,Bronze,27.18,25,Medium,134.0,hotmail.com,False
O724239,C00274,P0008,2,34.74,2025-06-23,Delivered,Credit Card,West,0.0,Storage Product 47,Storage,2024-08-29,31.96,S788,cherylfowler@wilcox-robertson.com,2024-12-08,Female,South,Gold,69.48,26,High,298.0,wilcox-robertson.com,False
O411421,C00277,P0021,1,48.68,2025-06-24,Delayed,Credit Card,North,0.0,Kitchen Product 70,Kitchen,2024-09-28,20.23,S643,bryanwilson@yahoo.com,2024-09-06,Female,South,Gold,48.68,26,High,269.0,yahoo.com,True
O534102,C00206,P0022,4,11.65,2025-06-25,Delivered,Credit Card,South,0.05,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,williamsrobert@hotmail.com,2024-12-30,Other,East,Gold,44.269999999999996,26,Low,264.0,hotmail.com,False
O427370,C00076,P0019,4,20.29,2025-06-26,Delivered,Bank Transfer,South,0.2,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,jeffrey10@herring.com,2025-03-04,Female,North,Gold,64.928,26,Medium,344.0,herring.com,False
O837629,C00108,P0017,3,35.59,2025-06-27,Delayed,Credit Card,East,0.05,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,cassandra01@gmail.com,2025-03-24,Female,West,Bronze,101.4315,26,High,193.0,gmail.com,True
O796203,C00282,P0019,1,46.8,2025-06-28,Delayed,Paypal,South,0.05,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,frazierjennifer@yahoo.com,2024-08-10,Male,West,Bronze,44.459999999999994,26,High,346.0,yahoo.com,True
O696293,C00004,P0005,3,29.73,2025-06-29,Delivered,Credit Card,West,0.05,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,yherrera@arnold.org,2025-06-14,Female,Central,Gold,84.73049999999999,26,Medium,252.0,arnold.org,False
O554226,C00362,P0027,4,35.72,2025-06-30,Delayed,Bank Transfer,West,0.0,Outdoors Product 55,Outdoors,2024-09-21,23.05,S127,kjackson@gmail.com,2025-05-11,Male,East,Gold,142.88,27,High,282.0,gmail.com,True
O368529,C00093,P0014,2,36.0,2025-07-01,Delivered,Bank Transfer,East,0.1,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,newtonstephanie@hotmail.com,2024-09-15,Male,Central,Gold,64.8,27,High,149.0,hotmail.com,False
O435615,C00226,P0008,1,26.3,2025-07-02,Delayed,Credit Card,North,0.1,Storage Product 47,Storage,2024-08-29,31.96,S788,victorhughes@wilson.com,,Male,East,Gold,23.67,27,Medium,307.0,wilson.com,True
O212072,C00486,P0008,5,46.16,2025-07-03,Delivered,Credit Card,North,0.0,Storage Product 47,Storage,2024-08-29,31.96,S788,qanderson@stokes.com,2025-03-17,Male,East,Gold,230.79999999999998,27,High,308.0,stokes.com,False
O955314,C00499,P0006,2,17.36,2025-07-04,Cancelled,Paypal,West,0.2,Cleaning Product 16,Cleaning,2024-10-09,36.06,S980,karen26@gmail.com,2024-10-02,Female,North,Gold,27.776,27,Medium,268.0,gmail.com,False
O398854,C00466,P0022,3,25.17,2025-07-05,Delayed,Credit Card,West,0.0,Cleaning Product 86,Cleaning,2024-10-04,19.77,S924,xmccall@morgan.com,2024-10-22,Male,North,Gold,75.51,27,Medium,274.0,morgan.com,True
O680823,C00041,P0030,2,10.16,2025-07-06,Cancelled,Bank Transfer,South,0.0,Cleaning Product 72,Cleaning,2025-04-04,9.77,S455,davisrodney@yahoo.com,2024-07-23,Male,North,Bronze,20.32,27,Low,93.0,yahoo.com,False
O885872,C00493,P0002,3,19.33,2025-07-07,Cancelled,Bank Transfer,South,0.15,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,tracygallagher@anderson.biz,2024-12-09,Female,South,Gold,49.29149999999999,28,Medium,323.0,anderson.biz,False
O984050,C00208,P0024,1,18.36,2025-07-08,Delayed,Credit Card,South,0.0,Storage Product 87,Storage,2025-02-24,26.33,S558,mendezjohn@yahoo.com,2024-09-16,Female,East,Silver,18.36,28,Medium,134.0,yahoo.com,True
O313287,C00325,P0003,1,40.76,2025-07-09,Delayed,Bank Transfer,North,0.15,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,anthony47@yahoo.com,2024-10-02,Male,West,Bronze,34.646,28,High,359.0,yahoo.com,True
O913237,C00019,P0018,4,20.08,2025-07-10,Delayed,Bank Transfer,North,0.1,Storage Product 37,Storage,2024-07-18,6.08,S767,spenceamanda@gmail.com,2024-08-24,Female,East,Gold,72.288,28,Medium,357.0,gmail.com,True
O997965,C00318,P0010,2,33.01,2025-07-11,Cancelled,Bank Transfer,South,0.1,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,kevinclayton@valdez.com,2024-08-11,Female,West,Gold,59.418,28,High,331.0,valdez.com,False
O443550,C00067,P0007,4,10.51,2025-07-12,Delivered,Bank Transfer,West,0.0,Personal Care Product 64,Personal Care,2024-09-30,33.63,S379,patricia12@gmail.com,2024-10-03,Other,Central,Silver,42.04,28,Low,285.0,gmail.com,False
O923392,C00417,P0011,2,36.77,2025-07-13,Delayed,Bank Transfer,South,0.0,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,lewismelissa@gmail.com,2024-08-10,Female,Central,Gold,73.54,28,High,110.0,gmail.com,True
O532356,C00321,P0009,2,30.26,2025-07-14,Delayed,Credit Card,North,0.15,Outdoors Product 13,Outdoors,2025-04-18,8.0,S695,jasonparrish@alvarez.com,2025-06-20,Male,West,Silver,51.442,29,High,87.0,alvarez.com,True
O118449,C00306,P0002,3,8.53,2025-07-15,Delivered,Paypal,Central,0.05,Cleaning Product 82,Cleaning,2024-08-18,34.23,S974,robin55@yahoo.com,2024-07-23,Female,Central,Gold,24.310499999999994,29,Low,331.0,yahoo.com,False
O642221,C00007,P0012,4,23.19,2025-07-16,Delivered,Credit Card,Central,0.05,Cleaning Product 29,Cleaning,2025-04-19,14.67,S481,francisco53@hotmail.com,2024-10-17,Female,North,Gold,88.122,29,Medium,88.0,hotmail.com,False
O866407,C00021,P0023,1,44.01,2025-07-17,Cancelled,Credit Card,East,0.2,Outdoors Product 32,Outdoors,2025-01-18,36.04,S907,raymond57@hayes.com,2025-02-19,Male,South,Silver,35.208,29,High,180.0,hayes.com,False
O657683,C00151,P0026,5,43.01,2025-07-18,Delayed,Bank Transfer,East,0.0,Storage Product 50,Storage,2025-02-08,27.06,S952,batesdarlene@hotmail.com,2024-07-14,Female,Central,Gold,215.04999999999998,29,High,160.0,hotmail.com,True
O154573,C00363,P0026,3,44.65,2025-07-19,Delayed,Credit Card,West,0.15,Storage Product 50,Storage,2025-02-08,27.06,S952,antonio38@jackson-ellis.info,2025-02-04,Male,West,Gold,113.85749999999999,29,High,161.0,jackson-ellis.info,True
O453230,C00212,P0010,5,11.65,2025-07-20,Cancelled,Credit Card,North,0.0,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,epollard@white.info,2024-07-20,Male,West,Gold,58.25,29,Low,340.0,white.info,False
O104473,C00164,P0003,5,28.23,2025-07-21,Delivered,Bank Transfer,Central,0.1,Cleaning Product 85,Cleaning,2024-07-15,7.92,S745,reynoldsjulie@cain-hawkins.org,2025-02-09,Male,Central,Gold,127.03500000000001,30,Medium,371.0,cain-hawkins.org,False
O202514,C00160,P0019,4,47.23,2025-07-22,Delivered,Paypal,North,0.0,Kitchen Product 42,Kitchen,2024-07-17,30.3,S993,joshuaschultz@joseph.com,2024-12-29,Other,Central,Gold,188.92,30,High,370.0,joseph.com,False
O608359,C00459,P0017,2,36.57,2025-07-23,Cancelled,Bank Transfer,Central,0.2,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,renee11@yahoo.com,2025-02-07,Female,North,Gold,58.512,30,High,219.0,yahoo.com,False
O770770,C00044,P0025,3,35.5,2025-07-24,Delivered,Bank Transfer,East,0.2,Cleaning Product 84,Cleaning,2024-07-16,15.24,S503,jason31@deleon-henson.biz,2025-03-04,Female,Central,Gold,85.2,30,High,373.0,deleon-henson.biz,False
O458103,C00223,P0014,5,13.99,2025-07-25,Delayed,Credit Card,East,0.1,Outdoors Product 91,Outdoors,2025-02-02,13.22,S876,cherring@hotmail.com,2024-09-03,Female,South,Gold,62.955000000000005,30,Low,173.0,hotmail.com,True
O111885,C00306,P0028,1,46.16,2025-07-26,Delivered,Credit Card,West,0.1,Outdoors Product 53,Outdoors,2025-04-10,34.28,S587,robin55@yahoo.com,2024-07-23,Female,Central,Gold,41.544,30,High,107.0,yahoo.com,False
O697004,C00278,P0017,1,9.64,2025-07-27,Delivered,Credit Card,North,0.1,Personal Care Product 11,Personal Care,2024-12-16,16.46,S594,hannah45@hotmail.com,2024-09-29,Female,Central,Bronze,8.676,30,Low,223.0,hotmail.com,False
O785175,C00429,P0016,1,25.34,2025-07-28,Delivered,Paypal,North,0.0,Cleaning Product 53,Cleaning,2025-02-20,26.71,S715,craigsandoval@ferguson-moody.com,2025-04-28,Female,Central,Bronze,25.34,31,Medium,158.0,ferguson-moody.com,False
O928670,C00094,P0010,5,29.15,2025-07-29,Delivered,Credit Card,Central,0.15,Cleaning Product 70,Cleaning,2024-08-14,17.72,S321,joannahill@bray.com,2025-05-25,Female,Central,Silver,123.8875,31,Medium,349.0,bray.com,False
O449804,C00210,P0005,5,31.49,2025-07-30,Delivered,Credit Card,North,0.15,Personal Care Product 1,Personal Care,2024-10-20,31.1,S559,jon05@gmail.com,2024-11-16,Female,North,Silver,133.83249999999998,31,High,283.0,gmail.com,False
O430249,C00407,P0011,2,39.31,2025-07-31,Delivered,Credit Card,Central,0.0,Kitchen Product 53,Kitchen,2025-03-25,11.08,S645,frichardson@oconnor.com,2024-09-02,Female,East,Gold,78.62,31,High,128.0,oconnor.com,False
